v1,v2,score
48.0,48.0,1.3
48.0,48.0,1.3
31.0,31.0,1.5999999999999999
31.0,31.0,1.5999999999999999
31.0,31.0,1.5999999999999999
31.0,31.0,1.5999999999999999
31.0,31.0,1.5999999999999999
31.0,31.0,1.5999999999999999
31.0,31.0,1.5999999999999999
31.0,31.0,1.5999999999999999
31.0,31.0,1.5999999999999999
31.0,31.0,1.5999999999999999
31.0,31.0,1.5999999999999999
30.0,30.0,1.7
30.0,30.0,1.7
30.0,30.0,1.7
30.0,30.0,1.7
30.0,30.0,1.7
30.0,30.0,1.7
30.0,30.0,1.7
30.0,30.0,1.7
30.0,30.0,1.7
30.0,30.0,1.7
30.0,30.0,1.7
30.0,30.0,1.7
30.0,30.0,1.7
30.0,30.0,1.7
30.0,30.0,1.7
30.0,30.0,1.7
30.0,30.0,1.7
